AIM-Spice kernel Version 2022.100  (Built on Aug 12 2022)
Circuit: *Cascode current mirrors
Analysis: DC Transfer Curves
Started on: ons. okt. 11 18:30:00 2023
vgate id(m1) id(m2)
0.00000000000000e+00,1.00001132435435e-04,9.88434222979484e-14
1.00000000000000e-01,1.00001132435435e-04,5.19294371513218e-05
2.00000000000000e-01,1.00001132435435e-04,8.32477921053085e-05
3.00000000000000e-01,1.00001132435435e-04,9.48769332826542e-05
4.00000000000000e-01,1.00001132435435e-04,9.74480577563180e-05
5.00000000000000e-01,1.00001132435435e-04,9.84152021610782e-05
6.00000000000000e-01,1.00001132435435e-04,9.90296417832281e-05
7.00000000000000e-01,1.00001132435435e-04,9.95317618863374e-05
8.00000000000000e-01,1.00001132435435e-04,1.00077606571999e-04
9.00000000000000e-01,1.00001132435435e-04,9.99271213804275e-05
1.00000000000000e+00,1.00001132435435e-04,9.99822966681078e-05
